#
#  gcf_000012905cyc 28.1 Genes link table generated on Tue Jul 23, 2024
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
RSP_3112	Q3IXK7		
RSP_3538	Q3IWE5		
RSP_1577	Q3J664	putR	
RSP_1175	Q3IYM5	ubiG	
RSP_0817	Q3IZN9		
RSP_2865	Q3J2N8		
RSP_6164	Q3IXI5		
RSP_0367	Q3J0Z2		
RSP_0766	Q3IZT9		
RSP_2649	Q3J331		
RSP_1454	Q3J6I9		
RSP_1301	Q3IYA3		
RSP_0248	Q3J1B4		
RSP_0300	Q3J160		
RSP_1971	Q3J515	rnd	
RSP_3825	Q3IXX6		
RSP_1425	Q3IVK9		
RSP_0610	Q3J0A0		
RSP_4081			
RSP_2634	Q3J344	ccmH	
RSP_2218	Q3J4B1		
RSP_3820	Q3IXY1	rpmA	
RSP_0657	Q3J053		
RSP_2647	Q3J333		
RSP_1918	Q3J566		
RSP_1644	Q3J5Z5		
RSP_1075	Q3IYX5		
RSP_2720	Q3J2V9		
RSP_0286	Q9Z5D9	bchB	
RSP_1455	Q3J6I8		
RSP_1370	Q3IY33		
RSP_3803	Q3IVM3		
RSP_1068	Q3IYY2	argB	
RSP_6092	Q3J1U2		
RSP_2702	Q3J2X8		
RSP_7557	U5NMD9		
RSP_1826	Q3J5G0	coxII	
RSP_6128	Q3IZW6		
RSP_3678	Q3IVZ7		
RSP_0779	Q3IZS8	perM	
RSP_0527	Q3J0I5	rpoN	
RSP_0504	Q3J0K9	hupK	
RSP_2785	Q3J2P2	CycF	
RSP_4272	Q3HKE7	fhuD	
RSP_1001	Q3IZ50		
RSP_2470	Q3J3K5		
RSP_1008	Q3IZ43		
RSP_3178	Q3IXE1	fabA	
RSP_2602	Q3J375	pstA	
RSP_2923	Q3J2A0		
RSP_1451	Q3J6J2		
RSP_3715	Q3IVW0		
RSP_0039	Q3J1X1		
RSP_0651	Q3J059		
RSP_4082	Q3IV75		
RSP_0184	Q3J1H9		
RSP_2018	Q3J4W5		
RSP_1172	Q3IYM8	dnaJ	
RSP_2262	Q3J468		
RSP_0076	Q3J1T3	flgI	
RSP_1292	Q3IYB1		
RSP_3624	Q3IW47		
RSP_2138	Q3J4J3	fumC	
RSP_3978	Q3IVE8		
RSP_1996	Q3J4Y8		
RSP_3480	Q3IWK1		
RSP_1662	Q3J5X4		
RSP_4233	Q3IUV7	traN	
RSP_1466	Q3J6H6		
RSP_0195	Q3J1G8		
RSP_0845	Q3IZK8		
RSP_0534	Q3J0H8		
RSP_3405	Q3IWS5	gntR	
RSP_3778	Q3IVP3		
RSP_1104	Q3IYU5		
RSP_7616	U5NMI5		
RSP_1413	Q3IVM0		
RSP_6216	Q3J2N3		
RSP_0105	Q3J1Q4	nuoG1	
RSP_0430	Q3J0S7	cobD	
RSP_1799	O33568	secF	
RSP_1750	Q3J5N7	bztD	
RSP_2782	Q3J2P5	aqpZ	
RSP_2125	Q3J4K5		
RSP_0316	Q3J142		
RSP_0158	Q3J1K3		
RSP_2807	Q3J2H7		
RSP_0983	Q3IZ68		
RSP_3392	Q3IWT8		
RSP_1397	Q3IY08		
RSP_1665	Q3J5X1		
RSP_1631	Q3J608		
RSP_3776	Q3IVP1		
RSP_1340	Q3IY63		
RSP_2225	Q3J4A3		
RSP_1376	Q3IY28	asd	
RSP_0835	Q3IZM0	manB	
RSP_0452		recA	
RSP_0010	Q3J205		
RSP_3001	Q3J217		
RSP_2768	Q3J2Q9		
RSP_1076	Q3IYX4	sohB	
RSP_1188	Q3IYL2	wcaG	
RSP_1955	Q3J528		
RSP_0589	Q3J0C1		
RSP_1630	Q3J4T0		
RSP_6253	Q3IX26		
RSP_7554	U5NRB6		
RSP_0859	Q3IZJ3	leuB	
RSP_2445	Q3J3M8		
RSP_6087	Q3J1X6		
RSP_2340	Q3J3Y8		
RSP_1916	Q3J568		
RSP_2433	Q3J3P0	cheY2	
RSP_6183	Q3IWA8		
RSP_2843	Q3J2L7	hfq	
RSP_6046	Q3J3X3		
RSP_2372	Q3J3V4		
RSP_4086	Q3IV70		
RSP_2068	Q3J4R5		
RSP_2946	Q3J277	argC	
RSP_0823	Q3IZN2	SHMT	
RSP_3876	Q3HKL3		
RSP_1806	Q3J5I1		
RSP_4010	Q3IVI0		
RSP_2872	Q3J2F1	aglF	
RSP_3068	Q3IXQ0		
RSP_1536	Q3J6A6		
RSP_3419	Q3IWR1		
RSP_0203	Q3J1G0		
RSP_1843	Q3J5E2	ftsY	
RSP_0796	Q3IZR0	cobQ	
RSP_3867	Q3HKM0		
RSP_1632	Q3J607		
RSP_3075	Q3IXP3		
RSP_1367	Q3IY37		
RSP_1311	Q3IY92	fliH1	
RSP_1344	Q3IY59	recF	
RSP_7679	U5NN27		
RSP_7503	U5NM96		
RSP_2240	Q3J489		
RSP_3346	Q3IWY4		
RSP_0780	Q3IZS7		
RSP_1249	Q3IYF5		
RSP_1594	Q3J646	cdd	
RSP_3426	Q3IWQ4		
RSP_1585	Q3J656	cheW2	
RSP_3936	Q3HKI0		
RSP_1400	Q3IY04		
RSP_0343	Q3J116		
RSP_1138	Q3IYR2		
RSP_3096	Q3IXM2		
RSP_2722	Q3J2V7	cysS	
RSP_3813	Q3IXY6	parB	
RSP_3750	Q3IVS8		
RSP_3634	Q3IW38		
RSP_2210	Q3J4B9		
RSP_4353			
RSP_1021	Q3IZ30		
RSP_4263	Q3HKF3		
RSP_3748	Q3IVT0	ampR	
RSP_3518	Q3IWG3		
RSP_2258	Q3J472	purC1	
RSP_2613	Q3J364	plsX	
RSP_3731	Q3IVU5		
RSP_3906	Q3HKI8		
RSP_0834	Q3IZM1	xanB	
RSP_2163	Q3J4G9		
RSP_3183	Q3IXD6		
RSP_7612	U5NRN6		
RSP_4197	Q3IUY6		
RSP_2029	Q3J4V4	ucpA	
RSP_2580	Q3J397	xoxJ	
RSP_2295	Q3J435		
RSP_3676	Q3IVZ9		
RSP_0364	Q3J0Z7		
RSP_1156	Q3IYP4		
RSP_2598	Q3J379		
RSP_1364	Q3IY40		
RSP_3725	Q3IVV0		
RSP_3088	Q3IXN0		
RSP_1818	Q3J5G9	feoB	
RSP_0781	Q3IZS6		
RSP_3861	Q3HKM5		
RSP_0415	Q3J0U2		
RSP_2223	Q3J4A5		
RSP_4236	Q3IUV4		
RSP_1505	Q3J6D7		
RSP_2899	Q3J2C5		
RSP_2454	Q3J3M0	purF	
RSP_0356	Q3J104		
RSP_6219	Q3J576		
RSP_1361	Q3IY43		
RSP_0254	Q3J1A8	dxsA	
RSP_0270	P54905	crtB	
RSP_0588	Q3J0C2		
RSP_2539	Q3J3D7		
RSP_6118	Q3J0G0		
RSP_3919	Q3HKG5		
RSP_0654	Q3J056		
RSP_0424	Q3J0T4		
RSP_3109	Q3IXL0		
RSP_6122	Q3J078		
RSP_3899	Q3HKI2		
RSP_2365	Q3J3W0		
RSP_1870	Q3J5B4		
RSP_3328	Q3IX03		
RSP_0211	Q3J1F3		
RSP_1189	Q3IYL1	wcaJ	
RSP_1309	Q3IY94	fliP1	
RSP_6158	Q3J684	puc2A	
RSP_4071	Q3IV85		
RSP_3596	Q3IW85	lnt	
RSP_6044	Q3J400		
RSP_2612	Q3J365	fabH	
RSP_2502	Q3J3H1	glmS	
RSP_3044	Q3IXS4	dorS	
RSP_7539	U5NRH0		
RSP_3420	Q3IWR0		
RSP_0804	Q3IZQ1	DppD	
RSP_3524	Q3IWF8		
RSP_3859	Q3HKM7		
RSP_2479	Q3J3J4		
RSP_6182	Q3IWI3		
RSP_1820	Q3J5G6		
RSP_3509	Q3IWH2	expE1	
RSP_1898	Q3J588		
RSP_1549	Q3J692		
RSP_1734	Q3J5Q3	rplO	
RSP_4019	Q3IVI9		
RSP_0030	Q3J1Y6		
RSP_2869	Q3J2F4		
RSP_6110	Q3J167		
RSP_4211	Q3IUX5	gapA-1	
RSP_3571	Q3IWB3	znuA	
RSP_1320	Q3IY84	flhA1	
RSP_2415	Q3J3Q8		
RSP_1501	Q3J6E2		
RSP_2368	Q3J3V8		
RSP_1384	Q3IY20		
RSP_3366	Q3IWW5		
RSP_1534	Q3J6A9		
RSP_2945	Q3J278	cycJ	
RSP_0291	Q3J170	puhA	
RSP_1417	Q3IVL6		
RSP_3223	U5NMG6		
RSP_0684	Q3J024		
RSP_0477	Q3J0N5		
RSP_1578	Q3J663		
RSP_7513	U5NMA5		
RSP_0733	Q3IZX5		
RSP_3742	Q3IVT6		
RSP_3802	Q3IVM2		
RSP_1725	Q3J5R2	rplN	
RSP_7252	Q3IV94		
RSP_1119	Q3IYT0		
RSP_1393	Q3IY12	thiQ	
RSP_2685	Q3J2Z4		
RSP_3000	Q3J218		
RSP_0099	Q3J1R0		
RSP_0609	Q3J0A2		
RSP_0873	Q3IZH8		
RSP_3622	Q3IW50		
RSP_2265	Q3J465		
RSP_1324	Q3IY79	flgH1	
RSP_2633	Q3J345	ccmF	
RSP_2273	Q3J456		
RSP_6056	Q3J3I2		
RSP_0026	Q3J1Z0		
RSP_0234	Q3J1C9	tlpL	
RSP_2793	Q3J2G2		
RSP_0829	Q3IZM6	lctB	
RSP_1387	Q3IY18		
RSP_3603	Q3IW78		
RSP_4124	Q3IV36		
RSP_6049	Q3J3U3		
RSP_3971	Q3IVE0		
RSP_0939	Q3IZB3		
RSP_2509	Q3J3G4	mccA	
RSP_0042	Q3J1W8	cheA3	
RSP_0847	Q3IZK6		
RSP_3650	Q3IW23		
RSP_0193	Q3J1H0		
RSP_7572	U5NMW6		
RSP_4258	Q3HKF9	usp	
RSP_4330			
RSP_4190	Q3IUZ2		
RSP_1371	Q3IY34		
RSP_4271	Q3HKE8	fhuB	
RSP_0201	Q3J1G3		
RSP_4339			
RSP_2855	Q3J2M9		
RSP_1389	Q3IY15	aroC	
RSP_3677	Q3IVZ8		
RSP_6033	Q3J4R0		
RSP_1876	Q3J5A8		
RSP_0787	Q3IZS0		
RSP_0292	Q3J169		
RSP_1670	Q3J5W6	spoT/relA	
RSP_2929	Q3J293		
RSP_0035	Q3J1Y0		
RSP_1756	Q3J5N1	panB	
RSP_2599	Q3J378	phoR1	
RSP_2124	Q3J4K6		
RSP_7511	U5NRD8		
RSP_7710			
RSP_2286	Q3J442		
RSP_0614	Q3J096		
RSP_3089	Q3IXM9		
RSP_1687	Q3J5U8	hbdA	
RSP_3229	Q3IX91		
RSP_2924	Q3J299		
RSP_0832	Q3IZM2		
RSP_2920	Q3J2A4		
RSP_0851	Q3IZK1		
RSP_2890	Q3J2D3		
RSP_3130	Q3IXI9		
RSP_0673	Q3J037		
RSP_2403	Q3J3S0		
RSP_1261	Q3IYE4	blrB	
RSP_0347	Q3J112		
RSP_7514	U5NMR6		
RSP_2121	Q3J4K9		
RSP_2402	Q3J3S1		
RSP_4221	Q3IUW8	traE	
RSP_6079	Q3J2A3		
RSP_2817	Q3J2I9	aroK	
RSP_2957	Q3J267		
RSP_3722	Q3IVV3		
RSP_0083	Q3J1S6	flgB	
RSP_0674	Q3J035		
RSP_3148	Q3IXH0		
RSP_2662	Q3J317	glpK	
RSP_0707	Q3J001		
RSP_3635	Q3IW37		
RSP_3796	Q3IVN0		
RSP_2721	Q3J2V8		
RSP_3070	Q3IXP7		
RSP_0111	U5NMD0		
RSP_0976	Q3IZ75	sdhA	
RSP_0090	Q3J1R9	smoC	
RSP_3187	Q3IXD1	mdoG	
RSP_2709	Q3J2X1	dxr	
RSP_3259	Q3IX68		
RSP_4315			
RSP_3226	Q3IX94		
RSP_3623	Q3IW49		
RSP_1730	Q3J5Q7	rplF	
RSP_3638	Q3IW34		
RSP_2755	Q3J2S4		
RSP_1724	Q3J5R4	rpmC	
RSP_4002	Q3IVH2		
RSP_4153	Q3IV16		
RSP_2408	Q3J3R5		
RSP_0626	Q3J085	infA	
RSP_2908	Q3J2B5		
RSP_3733	Q3IVU3		
RSP_1684	Q3J5V2		
RSP_2950	Q3J274		
RSP_4008	Q3IVH8		
RSP_3205	Q3IXB3		
RSP_1499	Q3J6E4		
RSP_1421	Q3IVL2		
RSP_0301	Q3J159		
RSP_1621	Q3J618		
RSP_3452	Q3IWM8		
RSP_2019	Q3J4W4		
RSP_3988	Q3IVF7		
RSP_0089	Q3J1S0		
RSP_2588	Q3J389		
RSP_2969	Q3J254		
RSP_3924	Q3HKH0		
RSP_2656	Q3J324	nahG	
RSP_0831	Q9X4E8	trpA	
RSP_0173	Q3J1I8		
RSP_0826	Q3IZM9		
RSP_6025	Q3J575		
RSP_1668	Q3J5W8	FolK	
RSP_0521	Q3J0J1		
RSP_0963	Q3IZ88		
RSP_4304			
RSP_2835	Q3J2K9	ispD	
RSP_3295	Q3IX32		
RSP_1185	Q3IYL5		
RSP_1607	Q3J632		
RSP_7618	U5NRH1		
RSP_1925	Q3J559		
RSP_2227	Q3J4A1	glgC	
RSP_2245	O33565	hisH	
RSP_0685	Q3J023		
RSP_1545	Q3J697		
RSP_2220	Q3J4A9		
RSP_4355			
RSP_4029	Q3IVJ8	yihV	
RSP_0308	Q3J151	ureB	
RSP_3611	Q3IW66		
RSP_4334			
RSP_0251	Q3J1B1		
RSP_1326	Q3IY77		
RSP_2664	Q3J315		
RSP_1636	Q3J604		
RSP_0148	Q3J1L4		
RSP_0361	Q3J0Z9	sda	
RSP_0996	Q3IZ55	phaF	
RSP_1125	Q3IYS5	MltB	
RSP_4072	Q3IV84		
RSP_2086	Q3J4P3		
RSP_2236	Q3J493		
RSP_2191	Q3J4D9	pccA	
RSP_1488	Q3J6F5		
RSP_4080			
RSP_1849	Q3J5D6		
RSP_4225	Q3IUW5	traV	
RSP_2717	Q3J2W2		
RSP_3765	Q3IVR1		
RSP_0051	Q3J1V9	torF	
RSP_2690	Q3J2Y9		
RSP_2620	Q3J357		
RSP_6200	Q3IVQ3		
RSP_3204	Q3IXB4		
RSP_1173	Q3IYM7	dnaK	
RSP_4322			
RSP_3294	Q3IX33		
RSP_0876	Q3IZH5		
RSP_1641	Q3J5Z7		
RSP_1095	Q3IYV3	mutL	
RSP_0885	Q3IZG7	SseA	
RSP_3102	Q3IXL7		
RSP_3646	Q3IW26		
RSP_2362	Q3J3W3		
RSP_2414	Q3J3Q9		
RSP_7619	U5NRP0		
RSP_6194	Q3IW44		
RSP_2383	Q3J3U1		
RSP_0144	U5NMV0		
RSP_1422	Q3IVL1		
RSP_6104	Q3J1D8		
RSP_6189	Q3IW64		
RSP_7565	U5NMW2		
RSP_2780	Q3J2P7	oxyR	
RSP_0041	Q3J1W9		
RSP_2466	Q3J3K9		
RSP_0208	Q3J1F5		
RSP_2239	Q3J490		
RSP_1378	Q3IY26		
RSP_2991	Q3J232		
RSP_1531	Q3J6B2		
RSP_6053	Q3J3K2		
RSP_2181	Q3J4F1	proX	
RSP_0675	Q3J034		
RSP_1866	Q3J5B9		
RSP_3436	Q3IWP4		
RSP_2294	Q3J436	gloB	
RSP_0950	Q3IZA1		
RSP_1419	Q3IVL4		
RSP_0141	Q3J1L9		
RSP_2831	Q3J2K4	cobO	
RSP_6117	Q3J0K2		
RSP_3581	Q3IWA1		
RSP_1086	Q3IYW2	sdh	
RSP_7363	Q3HKJ4		
RSP_2331	Q3J3Z8	ppaZ	
RSP_0938	Q3IZB4		
RSP_3380	Q3IWV0		
RSP_3149	Q3IXG9		
RSP_3629	Q3IW43		
RSP_2006	Q3J4X8	amsA	
RSP_1065	Q3IYY5		
RSP_7506	U5NR57		
RSP_3042	Q3IXS7	dorX	
RSP_3602	Q3IW79		
RSP_2968	Q3J255		
RSP_1893	Q3J593		
RSP_3508	Q3IWH3		
RSP_1004	Q3IZ47		
RSP_0255	P13402	pufX	
RSP_3713	Q3IVW2		
RSP_1136	Q3IYR4	xseB	
RSP_0896	Q3IZF6		
RSP_2762	Q3J2R6		
RSP_7681	U5NMZ2		
RSP_3495	Q3IWI6		
RSP_2786	Q3J2P1	HPRT	
RSP_2073	Q3J4Q9		
RSP_2774	Q3J2Q3		
RSP_3807	Q3IXZ2		
RSP_0828	Q3IZM7		
RSP_1929	Q3J555	pyrE	
RSP_4049	Q3J3J0	pdhAb	
RSP_2873	Q3J2F0	aglE	
RSP_1034	Q3IZ16	pdhR	
RSP_3202	Q3IXB6		
RSP_1474	Q3J6G8	nspC	
RSP_6059	Q3J3D5	tatB	
RSP_2303	Q3J427		
RSP_3959	Q3IVC9		
RSP_1115	Q3IYT4		
RSP_0544	Q3J0G8	nifZ	
RSP_3942	Q3IVB2	yurN	
RSP_0109	Q3J1Q0	nuoK1	
RSP_2326	Q3J404	pbpA	
RSP_0677	Q3J032		
RSP_3948	Q3IVB7		
RSP_0512	Q3J0K0		
RSP_1950	Q3J533		
RSP_2653	Q3J326		
RSP_2651	Q3J328		
RSP_7378	Q3IV65		
RSP_0686	Q3J022		
RSP_3528	Q3IWF4		
RSP_1227	Q3IYH6	parA	
RSP_1599	Q3J639		
RSP_6243	Q3J228		
RSP_6101	Q3J1G2		
RSP_1092	Q3IYV6	rpoE1	
RSP_7596	U5NMX9		
RSP_1798	Q3J5I9	SecD	
RSP_1654	Q3J5Y5		
RSP_3442	Q3IWN8		
RSP_3516	Q3IWG5		
RSP_0816	Q3IZP0		
RSP_2861	Q3J2N5	tsf	
RSP_1360	Q3IY44		
RSP_3705	Q3IVW9		
RSP_1067	Q3IYY3	fixR	
RSP_0977	Q3IZ74		
RSP_0487	Q3J0M6		
RSP_1888	Q3J599		
RSP_3545	Q3IWD8		
RSP_1462	Q3J6I0	lpxK	
RSP_0696	Q3J012	ccoN	
RSP_3587	Q9X4E3		
RSP_2700	Q3J2Y0		
RSP_0226	Q3J1D7		
RSP_0282	Q3J179	ppsR	
RSP_0258	Q3J1A4	pufA	
RSP_2896	Q3J2C8		
RSP_2104	Q3J4M5		
RSP_1649	Q3J5Z0		
RSP_4158	Q3IV12		
RSP_0724	Q3IZY4	mscL	
RSP_0926	Q3IZC6		
RSP_0323	Q3J135	norB	
RSP_2394	Q3J3S9	kdtA1	
RSP_2107	Q3J4M2	murG	
RSP_2731	Q3J2U8	ArsH	
RSP_0503	Q3J0L0	hupJ	
RSP_3723	Q3IVV2		
RSP_0102	Q3J1Q7	nuoCD	
RSP_2131	Q3J4J9	rne	
RSP_3119	Q3IXK0		
RSP_6029	Q3J4W7		
RSP_0953	Q3IZ98		
RSP_1824	Q3J5G2	adh	
RSP_0028	Q3J1Y8		
RSP_0383	Q3J0X6		
RSP_4224	Q3IUW6	traB	
RSP_1796	Q3J5J1	sodC	
RSP_3182	Q3IXD7		
RSP_4260	Q3HKF7	mexT	
RSP_0846	Q3IZK7	ribA	
RSP_0455	Q3J0Q7		
RSP_2800	Q3J2G9	acoR	
RSP_1633	Q3J606		
RSP_3811	Q3IXY8		
RSP_2126	Q3J4K4	purC	
RSP_0405	Q3J0V5		
RSP_2359	Q3J3W6		
RSP_2025	Q3J4V8		
RSP_1994	Q3J4Z0	gltA	
RSP_3246	Q3IX78		
RSP_2889	Q3J2D4		
RSP_7626	U5NMW7		
